pickup,destination,distance,time,passengers,payment_type,temperature,weather_condition,traffic_condition,fare_amount
Birgunj,Lalitpur,5.2,37,4,cash,17,rainy,heavy,1760
Dharan,Pokhara,5.4,41,3,credit card,15,cloudy,light,1370
Chitwan,Bhaktapur,1.0,23,3,credit card,24,cloudy,moderate,574
Bhaktapur,Chitwan,6.0,57,4,cash,27,clear,moderate,1368
Pokhara,Birgunj,0.9,43,1,cash,21,cloudy,heavy,830
Patan,Kathmandu,3.1,8,2,credit card,21,cloudy,light,621
Chitwan,Bhaktapur,3.5,39,4,credit card,15,cloudy,moderate,1146
Pokhara,Chitwan,4.5,33,4,credit card,22,cloudy,moderate,1131
Lalitpur,Dharan,0.9,38,1,cash,19,rainy,light,578
Lalitpur,Patan,4.5,24,4,cash,24,rainy,light,942
Kathmandu,Patan,8.7,28,2,credit card,28,clear,moderate,1550
Patan,Pokhara,8.9,59,3,credit card,26,clear,heavy,2884
Butwal,Birgunj,9.6,7,4,credit card,29,clear,light,1512
Butwal,Patan,7.8,14,3,cash,15,rainy,light,1223
Butwal,Bhaktapur,5.2,31,1,credit card,22,cloudy,moderate,1101
Pokhara,Butwal,1.3,15,4,cash,29,cloudy,moderate,521
Pokhara,Chitwan,7.2,39,4,credit card,16,rainy,heavy,2608
Kathmandu,Biratnagar,1.9,16,4,cash,25,rainy,moderate,604
Chitwan,Biratnagar,1.2,54,3,credit card,21,cloudy,heavy,1492
Patan,Pokhara,4.6,51,2,credit card,15,rainy,light,1439
Patan,Dharan,1.4,14,4,credit card,19,cloudy,moderate,547
Birgunj,Bhaktapur,2.5,43,4,credit card,20,cloudy,heavy,1559
Kathmandu,Bhaktapur,6.6,11,2,cash,27,cloudy,moderate,880
Pokhara,Biratnagar,6.4,30,4,credit card,24,clear,light,1339
Birgunj,Kathmandu,6.7,18,2,credit card,28,rainy,light,1301
Dharan,Pokhara,2.1,23,2,credit card,19,cloudy,light,633
Pokhara,Kathmandu,9.3,20,4,cash,29,clear,moderate,1282
Kathmandu,Butwal,6.7,29,4,credit card,23,clear,moderate,1342
Patan,Lalitpur,5.1,50,4,credit card,29,rainy,light,1642
Pokhara,Kathmandu,1.5,12,3,credit card,15,clear,moderate,478
Bhaktapur,Birgunj,5.4,28,1,cash,24,cloudy,moderate,880
Chitwan,Birgunj,4.2,42,1,credit card,22,rainy,light,1220
Kathmandu,Bhaktapur,7.4,57,3,cash,15,cloudy,moderate,1493
Kathmandu,Pokhara,2.2,46,1,cash,25,cloudy,heavy,1119
Kathmandu,Pokhara,7.7,9,4,credit card,19,clear,heavy,1867
Birgunj,Lalitpur,8.5,37,4,credit card,19,clear,moderate,1658
Kathmandu,Biratnagar,5.4,27,2,credit card,25,clear,heavy,1684
Pokhara,Lalitpur,0.8,10,1,credit card,24,cloudy,heavy,423
Dharan,Pokhara,8.0,36,3,credit card,27,cloudy,moderate,1523
Dharan,Butwal,2.7,24,4,credit card,16,cloudy,moderate,862
Biratnagar,Dharan,3.1,50,2,cash,28,rainy,heavy,1489
Bhaktapur,Biratnagar,9.4,46,2,cash,25,clear,moderate,1529
Dharan,Butwal,6.3,26,3,credit card,30,rainy,light,1347
Butwal,Pokhara,5.2,53,2,credit card,19,cloudy,heavy,2055
Bhaktapur,Dharan,7.6,8,1,cash,16,cloudy,heavy,1353
Dharan,Chitwan,6.2,50,1,cash,20,rainy,light,1310
Butwal,Chitwan,8.2,44,2,credit card,19,cloudy,light,1661
Kathmandu,Biratnagar,8.0,55,3,cash,20,cloudy,moderate,1550
Biratnagar,Bhaktapur,10.0,21,3,credit card,29,clear,light,1594
Chitwan,Dharan,6.2,43,3,credit card,21,clear,heavy,2190
Dharan,Pokhara,7.5,49,2,cash,27,clear,heavy,1969
Bhaktapur,Kathmandu,7.8,53,2,credit card,17,rainy,light,1858
Patan,Lalitpur,8.7,58,4,credit card,27,cloudy,heavy,2935
Birgunj,Biratnagar,8.4,19,1,credit card,30,rainy,light,1392
Kathmandu,Patan,1.6,36,3,credit card,27,cloudy,light,839
Birgunj,Dharan,5.8,24,3,cash,20,rainy,light,1047
Biratnagar,Chitwan,5.7,21,4,cash,20,cloudy,moderate,971
Bhaktapur,Patan,4.6,20,1,credit card,21,cloudy,heavy,1326
Dharan,Patan,7.1,17,4,cash,21,clear,light,1036
Biratnagar,Pokhara,3.0,41,4,credit card,18,rainy,light,1187
Birgunj,Pokhara,6.0,28,3,cash,18,clear,moderate,1075
Lalitpur,Kathmandu,5.6,8,1,cash,29,rainy,heavy,1165
Patan,Pokhara,6.8,9,2,credit card,29,rainy,moderate,1128
Dharan,Birgunj,1.9,26,3,cash,28,clear,moderate,592
Patan,Chitwan,8.5,21,4,cash,26,cloudy,moderate,1275
Dharan,Biratnagar,7.8,11,3,cash,18,cloudy,heavy,1588
Butwal,Pokhara,8.7,51,4,cash,24,clear,heavy,2409
Lalitpur,Pokhara,4.4,52,1,credit card,26,clear,light,1174
Biratnagar,Chitwan,8.1,22,2,cash,19,cloudy,moderate,1140
Bhaktapur,Butwal,4.3,9,1,credit card,23,cloudy,heavy,998
Dharan,Lalitpur,2.8,29,1,cash,27,cloudy,heavy,975
Lalitpur,Dharan,4.4,25,2,cash,21,cloudy,heavy,1173
Biratnagar,Birgunj,5.8,29,4,cash,21,clear,heavy,1589
Pokhara,Patan,9.1,34,2,cash,27,cloudy,light,1328
Dharan,Lalitpur,3.2,13,3,cash,28,clear,moderate,645
Bhaktapur,Chitwan,7.8,19,2,credit card,25,clear,heavy,1948
Chitwan,Patan,5.7,26,3,credit card,26,clear,heavy,1797
Bhaktapur,Pokhara,5.4,42,1,credit card,24,clear,heavy,1815
Pokhara,Patan,8.5,58,3,cash,20,rainy,light,1769
Chitwan,Bhaktapur,4.7,31,1,credit card,20,rainy,heavy,1681
Pokhara,Lalitpur,9.3,27,4,cash,18,rainy,moderate,1573
Bhaktapur,Kathmandu,3.8,15,4,credit card,18,rainy,light,1012
Butwal,Lalitpur,7.1,56,1,credit card,23,rainy,heavy,2572
Patan,Bhaktapur,7.4,43,1,credit card,27,rainy,moderate,1570
Bhaktapur,Pokhara,4.5,36,4,credit card,17,cloudy,light,1208
Butwal,Birgunj,2.8,45,2,credit card,18,cloudy,moderate,982
Birgunj,Bhaktapur,6.5,6,4,credit card,26,clear,light,1091
Birgunj,Bhaktapur,6.3,26,2,cash,27,cloudy,light,1015
Pokhara,Kathmandu,8.8,49,3,credit card,23,clear,heavy,2765
Patan,Biratnagar,3.0,47,2,credit card,23,cloudy,moderate,1024
Birgunj,Kathmandu,2.1,27,4,cash,23,cloudy,moderate,729
Butwal,Kathmandu,9.3,53,4,credit card,18,rainy,moderate,2174
Chitwan,Kathmandu,3.1,7,2,cash,20,cloudy,moderate,474
Lalitpur,Chitwan,6.8,41,2,credit card,26,clear,moderate,1384
Butwal,Birgunj,4.9,7,3,cash,21,rainy,heavy,1221
Kathmandu,Lalitpur,2.7,17,3,credit card,16,clear,moderate,705
Biratnagar,Birgunj,9.2,24,2,cash,28,cloudy,light,1224
Butwal,Pokhara,9.3,29,4,cash,24,clear,heavy,2155
Dharan,Chitwan,2.5,57,4,credit card,19,rainy,light,1377
Bhaktapur,Butwal,8.4,51,4,cash,20,rainy,heavy,2543
Patan,Birgunj,3.2,30,4,credit card,26,cloudy,moderate,963
Butwal,Patan,8.9,45,3,cash,19,rainy,moderate,1653
Chitwan,Patan,5.2,23,2,credit card,23,clear,heavy,1520
Chitwan,Birgunj,9.6,33,2,credit card,22,rainy,light,1880
Dharan,Bhaktapur,3.4,11,3,cash,19,clear,moderate,614
Pokhara,Bhaktapur,1.1,22,3,credit card,20,rainy,light,625
Patan,Chitwan,4.5,58,3,credit card,20,rainy,moderate,1605
Birgunj,Bhaktapur,8.0,44,3,credit card,26,rainy,moderate,1835
Biratnagar,Bhaktapur,3.1,32,4,cash,30,rainy,moderate,932
Butwal,Patan,4.0,17,4,credit card,24,cloudy,light,931
Birgunj,Patan,5.3,35,2,credit card,27,cloudy,moderate,1147
Bhaktapur,Biratnagar,6.2,31,3,cash,22,rainy,light,1164
Dharan,Pokhara,7.0,57,4,cash,28,cloudy,moderate,1468
Butwal,Chitwan,5.9,42,2,credit card,16,cloudy,heavy,2048
Butwal,Bhaktapur,6.2,19,1,cash,24,clear,light,860
Lalitpur,Kathmandu,1.5,15,1,cash,25,cloudy,heavy,488
Patan,Dharan,8.5,40,4,cash,16,rainy,moderate,1585
Dharan,Bhaktapur,8.9,48,2,credit card,28,rainy,light,1965
Patan,Kathmandu,8.4,54,3,credit card,27,clear,moderate,1811
Chitwan,Birgunj,3.9,12,2,credit card,16,cloudy,light,782
Biratnagar,Birgunj,2.9,34,2,cash,22,clear,light,682
Kathmandu,Butwal,1.2,6,2,credit card,23,rainy,moderate,397
Biratnagar,Chitwan,6.2,7,3,cash,21,cloudy,light,832
Patan,Bhaktapur,2.2,31,4,credit card,15,cloudy,light,858
Dharan,Kathmandu,7.3,9,3,cash,30,rainy,light,1043
Kathmandu,Dharan,4.8,42,4,credit card,19,clear,heavy,2014
Dharan,Birgunj,5.2,47,2,cash,21,clear,heavy,1652
Biratnagar,Patan,6.1,37,4,credit card,26,rainy,moderate,1560
Butwal,Lalitpur,1.6,25,1,credit card,24,cloudy,moderate,509
Biratnagar,Kathmandu,7.4,13,1,cash,16,rainy,moderate,1030
Dharan,Biratnagar,2.1,33,3,credit card,21,cloudy,light,826
Dharan,Patan,1.2,23,3,cash,27,clear,heavy,729
Bhaktapur,Butwal,2.7,12,1,credit card,17,cloudy,heavy,804
Pokhara,Lalitpur,2.1,50,1,credit card,18,cloudy,heavy,1350
Patan,Lalitpur,3.8,24,1,cash,30,clear,light,632
Kathmandu,Dharan,6.0,41,4,cash,30,clear,heavy,1774
Chitwan,Lalitpur,5.1,28,2,cash,29,cloudy,light,871
Dharan,Chitwan,8.8,38,1,cash,17,clear,moderate,1358
Pokhara,Kathmandu,5.0,37,2,credit card,25,cloudy,heavy,1781
Kathmandu,Lalitpur,8.1,53,4,cash,18,clear,light,1578
Pokhara,Dharan,9.6,48,2,cash,24,cloudy,heavy,2268
Dharan,Pokhara,4.9,6,3,credit card,19,cloudy,moderate,883
Patan,Pokhara,8.6,25,1,credit card,20,cloudy,light,1353
Chitwan,Pokhara,4.4,25,4,cash,23,rainy,light,1029
Patan,Pokhara,5.2,57,2,credit card,16,clear,light,1399
Lalitpur,Butwal,9.9,14,2,credit card,27,rainy,moderate,1652
Birgunj,Biratnagar,5.5,14,3,cash,16,cloudy,light,854
Lalitpur,Birgunj,8.4,24,3,credit card,23,rainy,heavy,2462
Butwal,Chitwan,8.3,60,2,cash,15,cloudy,moderate,1569
Lalitpur,Butwal,4.8,46,1,credit card,21,rainy,light,1287
Dharan,Butwal,6.3,6,2,cash,16,clear,moderate,757
Chitwan,Kathmandu,8.4,14,4,cash,20,clear,heavy,1745
Kathmandu,Pokhara,4.3,51,3,cash,24,cloudy,heavy,1662
Lalitpur,Pokhara,8.2,18,3,cash,23,cloudy,moderate,1189
Pokhara,Butwal,2.6,6,2,credit card,21,clear,moderate,479
Biratnagar,Birgunj,6.8,14,3,credit card,25,clear,heavy,1703
Biratnagar,Pokhara,0.5,48,4,cash,16,rainy,light,852
Kathmandu,Pokhara,8.8,7,4,cash,16,rainy,moderate,1302
Lalitpur,Dharan,9.8,13,3,cash,23,cloudy,heavy,1881
Kathmandu,Chitwan,5.6,37,1,credit card,15,cloudy,light,1174
Kathmandu,Pokhara,6.4,53,1,cash,30,clear,moderate,1256
Butwal,Kathmandu,5.3,59,1,cash,24,clear,moderate,1124
Kathmandu,Bhaktapur,3.7,41,3,credit card,30,rainy,moderate,1254
Butwal,Pokhara,0.8,31,4,credit card,30,cloudy,light,733
Butwal,Pokhara,7.8,28,2,cash,22,cloudy,light,1187
Kathmandu,Patan,5.7,40,3,cash,21,cloudy,heavy,1730
Bhaktapur,Chitwan,0.7,55,1,cash,26,clear,moderate,704
Biratnagar,Patan,6.3,45,2,credit card,21,rainy,moderate,1554
Butwal,Patan,5.9,10,4,cash,25,clear,moderate,909
Patan,Bhaktapur,1.2,34,2,cash,16,cloudy,light,541
Kathmandu,Chitwan,5.9,25,1,credit card,24,clear,moderate,1094
Biratnagar,Lalitpur,4.8,42,3,cash,16,clear,moderate,1019
Chitwan,Bhaktapur,7.3,59,2,cash,21,cloudy,heavy,2115
Kathmandu,Chitwan,2.4,25,1,cash,19,rainy,moderate,547
Pokhara,Kathmandu,1.3,53,2,cash,21,cloudy,light,808
Butwal,Pokhara,5.7,40,2,cash,28,clear,heavy,1565
Birgunj,Biratnagar,3.3,21,4,credit card,26,cloudy,light,901
Kathmandu,Bhaktapur,7.7,33,3,cash,24,rainy,heavy,2108
Biratnagar,Chitwan,7.7,38,1,cash,21,cloudy,light,1220
Biratnagar,Kathmandu,4.0,44,4,cash,19,cloudy,moderate,1082
Pokhara,Butwal,9.1,34,4,credit card,16,rainy,light,1941
Dharan,Bhaktapur,7.1,55,4,credit card,25,rainy,moderate,1933
Bhaktapur,Pokhara,1.4,25,4,cash,16,rainy,heavy,953
Patan,Birgunj,5.1,11,4,credit card,18,cloudy,heavy,1496
Dharan,Butwal,9.7,11,3,credit card,15,rainy,heavy,2417
Dharan,Pokhara,1.4,9,4,credit card,23,clear,light,545
Biratnagar,Butwal,6.9,37,4,cash,20,cloudy,light,1210
Butwal,Dharan,8.7,9,2,cash,28,clear,heavy,1628
Lalitpur,Biratnagar,9.9,41,4,credit card,15,rainy,light,2130
Chitwan,Biratnagar,3.4,5,1,cash,16,clear,moderate,481
Pokhara,Kathmandu,5.7,52,3,cash,16,clear,heavy,1829
Chitwan,Patan,4.0,22,3,cash,25,clear,heavy,1120
Dharan,Kathmandu,9.7,35,3,cash,17,cloudy,light,1514
Patan,Kathmandu,6.7,53,2,credit card,28,cloudy,heavy,2292
Patan,Pokhara,0.5,14,2,credit card,25,cloudy,moderate,371
Biratnagar,Patan,6.6,9,3,credit card,21,rainy,heavy,1795
Birgunj,Dharan,7.8,38,3,cash,29,clear,light,1274
Patan,Lalitpur,6.4,20,1,credit card,16,rainy,moderate,1140
Patan,Lalitpur,9.8,18,3,credit card,24,clear,light,1529
Biratnagar,Dharan,2.5,36,3,cash,20,cloudy,heavy,1189
Pokhara,Lalitpur,4.7,7,3,credit card,28,cloudy,moderate,868
Butwal,Patan,6.6,37,1,cash,24,rainy,heavy,1802
Pokhara,Biratnagar,8.1,19,4,cash,16,clear,moderate,1157
Patan,Bhaktapur,4.2,20,2,credit card,29,cloudy,heavy,1274
Dharan,Birgunj,1.8,15,4,credit card,27,clear,moderate,677
Patan,Birgunj,3.8,25,3,cash,26,cloudy,light,785
Dharan,Lalitpur,8.9,23,3,credit card,24,clear,moderate,1541
Biratnagar,Patan,4.4,53,2,cash,29,cloudy,moderate,1038
Chitwan,Kathmandu,6.2,31,1,cash,25,rainy,light,1111
Chitwan,Kathmandu,2.2,32,1,cash,22,cloudy,heavy,928
Dharan,Bhaktapur,3.3,33,3,credit card,20,cloudy,moderate,967
Kathmandu,Birgunj,4.8,36,4,cash,30,cloudy,moderate,1023
Dharan,Kathmandu,4.8,40,2,cash,30,rainy,light,1036
Kathmandu,Birgunj,3.8,25,4,cash,22,clear,heavy,1253
Patan,Kathmandu,8.0,42,3,credit card,18,cloudy,heavy,2503
Lalitpur,Pokhara,3.4,8,1,cash,19,cloudy,light,468
Lalitpur,Pokhara,7.1,40,2,credit card,15,clear,heavy,2197
Biratnagar,Birgunj,0.9,35,2,cash,23,clear,moderate,573
Dharan,Biratnagar,8.4,27,2,cash,25,cloudy,heavy,1792
Patan,Chitwan,1.0,54,4,cash,28,rainy,heavy,1341
Butwal,Biratnagar,1.3,42,1,credit card,24,cloudy,heavy,1095
Butwal,Patan,8.8,15,1,cash,25,clear,light,1063
Lalitpur,Birgunj,1.3,18,3,cash,27,cloudy,moderate,415
Birgunj,Pokhara,5.9,47,4,cash,17,cloudy,heavy,1887
Biratnagar,Butwal,7.5,36,4,credit card,30,clear,moderate,1567
Butwal,Bhaktapur,8.6,41,4,cash,27,rainy,light,1567
Biratnagar,Birgunj,1.5,5,2,credit card,30,rainy,light,375
Biratnagar,Patan,4.3,49,4,credit card,15,clear,light,1356
Lalitpur,Biratnagar,1.4,10,3,credit card,16,rainy,light,464
Kathmandu,Butwal,8.3,37,4,cash,20,rainy,light,1538
Biratnagar,Chitwan,1.6,33,4,credit card,16,clear,light,835
Birgunj,Lalitpur,9.8,31,1,cash,27,rainy,heavy,2196
Patan,Kathmandu,4.5,18,2,cash,22,clear,light,680
Patan,Butwal,8.2,38,3,cash,24,rainy,heavy,2269
Pokhara,Bhaktapur,2.8,50,2,cash,30,rainy,light,991
Kathmandu,Bhaktapur,1.7,47,2,cash,30,cloudy,moderate,775
Kathmandu,Patan,8.0,24,3,cash,27,cloudy,moderate,1163
Dharan,Biratnagar,4.9,22,4,cash,28,rainy,light,1039
Kathmandu,Lalitpur,8.5,51,4,credit card,23,clear,light,1906
Butwal,Birgunj,2.3,21,3,credit card,22,clear,heavy,1094
Pokhara,Bhaktapur,4.2,10,3,cash,25,clear,light,626
Biratnagar,Dharan,7.4,21,2,cash,27,cloudy,moderate,1092
Biratnagar,Dharan,3.4,57,4,cash,20,rainy,light,1243
Birgunj,Pokhara,5.4,37,3,credit card,30,rainy,moderate,1449
Biratnagar,Birgunj,4.9,32,4,credit card,23,cloudy,light,1162
Dharan,Birgunj,1.6,35,2,credit card,29,rainy,heavy,1224
Pokhara,Chitwan,3.1,9,2,cash,18,clear,moderate,546
Patan,Dharan,2.6,49,4,cash,16,clear,heavy,1439
Bhaktapur,Patan,9.7,11,3,cash,20,clear,moderate,1182
Butwal,Bhaktapur,3.6,54,3,credit card,21,clear,moderate,1260
Dharan,Lalitpur,1.3,23,3,credit card,15,cloudy,heavy,913
Butwal,Kathmandu,2.4,9,3,cash,28,rainy,moderate,570
Birgunj,Kathmandu,7.5,43,4,credit card,19,clear,light,1648
Dharan,Pokhara,9.1,32,3,credit card,22,cloudy,moderate,1640
Chitwan,Pokhara,4.1,10,4,credit card,25,cloudy,heavy,1252
Butwal,Biratnagar,9.5,5,2,cash,16,rainy,light,1228
Lalitpur,Patan,2.0,45,2,credit card,25,clear,moderate,896
Dharan,Kathmandu,2.2,5,1,credit card,24,clear,moderate,429
Butwal,Pokhara,9.2,8,2,credit card,30,cloudy,moderate,1311
Bhaktapur,Birgunj,2.0,54,1,cash,16,rainy,light,845
Chitwan,Bhaktapur,4.8,41,4,credit card,16,cloudy,moderate,1353
Dharan,Butwal,8.3,25,3,credit card,19,rainy,moderate,1582
Butwal,Chitwan,7.2,16,3,credit card,23,cloudy,moderate,1274
Lalitpur,Butwal,5.7,14,2,cash,27,rainy,heavy,1372
Pokhara,Patan,4.6,42,2,cash,21,cloudy,light,953
Butwal,Bhaktapur,5.2,30,4,cash,23,cloudy,moderate,970
Dharan,Butwal,3.1,58,1,credit card,18,cloudy,moderate,1133
Kathmandu,Biratnagar,7.3,8,1,credit card,25,rainy,heavy,1710
Butwal,Kathmandu,2.2,49,2,credit card,21,rainy,moderate,1091
Patan,Dharan,4.7,34,1,credit card,25,rainy,heavy,1723
Chitwan,Pokhara,6.4,34,1,credit card,28,clear,heavy,1901
Biratnagar,Birgunj,7.4,20,4,credit card,23,clear,moderate,1325
Butwal,Pokhara,2.0,42,2,credit card,29,cloudy,moderate,836
Lalitpur,Birgunj,6.0,29,2,credit card,30,clear,light,1234
Patan,Birgunj,2.0,59,2,credit card,27,cloudy,moderate,1062
Lalitpur,Pokhara,7.1,31,4,cash,22,clear,heavy,1794
Birgunj,Chitwan,5.5,22,4,cash,28,clear,light,937
Birgunj,Butwal,1.6,59,3,credit card,27,cloudy,moderate,1050
Butwal,Dharan,8.4,58,2,credit card,19,rainy,heavy,3044
Bhaktapur,Patan,8.6,11,2,credit card,25,cloudy,light,1256
Patan,Chitwan,2.0,59,3,credit card,16,cloudy,moderate,1081
Butwal,Patan,4.1,32,1,cash,19,cloudy,heavy,1136
Dharan,Butwal,4.7,44,4,cash,21,cloudy,heavy,1617
Biratnagar,Lalitpur,2.5,15,4,cash,28,cloudy,moderate,595
Patan,Pokhara,2.2,46,3,cash,25,cloudy,light,799
Patan,Chitwan,2.7,18,2,cash,21,rainy,moderate,652
Biratnagar,Kathmandu,6.0,6,3,credit card,23,cloudy,moderate,1008
Kathmandu,Chitwan,3.6,52,3,cash,25,clear,heavy,1500
Biratnagar,Kathmandu,3.1,29,2,credit card,26,clear,moderate,844
Bhaktapur,Birgunj,4.7,8,3,credit card,21,cloudy,heavy,1255
Lalitpur,Chitwan,5.7,6,4,credit card,18,clear,moderate,992
Biratnagar,Dharan,3.8,21,2,cash,28,rainy,heavy,1162
Patan,Birgunj,4.4,11,2,credit card,22,cloudy,light,814
Kathmandu,Bhaktapur,8.5,52,4,credit card,28,clear,moderate,1885
Lalitpur,Chitwan,5.2,58,3,cash,22,clear,light,1274
Lalitpur,Dharan,8.2,43,4,credit card,22,cloudy,heavy,2597
Biratnagar,Patan,1.9,56,4,credit card,15,cloudy,light,1154
Lalitpur,Butwal,10.0,49,1,credit card,18,cloudy,heavy,2821
Pokhara,Dharan,8.0,51,2,cash,24,cloudy,heavy,2103
Dharan,Butwal,3.0,56,2,credit card,25,clear,heavy,1757
Butwal,Dharan,9.4,17,4,cash,25,clear,moderate,1302
Bhaktapur,Biratnagar,6.6,15,4,cash,27,cloudy,moderate,1019
Butwal,Dharan,7.6,43,4,credit card,30,cloudy,light,1711
Patan,Bhaktapur,2.3,30,4,credit card,29,cloudy,light,912
Kathmandu,Pokhara,5.0,21,4,cash,27,clear,heavy,1346
Biratnagar,Dharan,7.5,16,3,cash,19,clear,heavy,1546
Kathmandu,Pokhara,7.4,42,3,cash,30,cloudy,moderate,1325
Lalitpur,Birgunj,7.9,7,2,cash,19,rainy,moderate,1105
Chitwan,Biratnagar,6.3,16,4,cash,22,clear,moderate,1022
Patan,Dharan,3.3,8,2,credit card,20,clear,heavy,961
Pokhara,Biratnagar,2.8,51,4,credit card,27,cloudy,moderate,1151
Bhaktapur,Biratnagar,6.1,39,3,cash,18,cloudy,light,1176
Dharan,Biratnagar,7.5,58,3,cash,30,rainy,moderate,1675
Bhaktapur,Pokhara,2.9,9,2,credit card,19,rainy,light,605
Kathmandu,Butwal,3.4,21,4,credit card,30,cloudy,moderate,926
Butwal,Bhaktapur,2.6,5,4,cash,17,cloudy,moderate,463
Kathmandu,Patan,1.8,59,3,cash,19,cloudy,heavy,1374
Kathmandu,Patan,8.5,42,4,credit card,30,cloudy,light,1798
Kathmandu,Chitwan,8.3,22,3,credit card,26,cloudy,light,1448
Patan,Dharan,2.2,25,3,cash,23,cloudy,moderate,616
Bhaktapur,Dharan,4.9,14,1,cash,15,cloudy,light,644
Dharan,Kathmandu,6.0,15,1,credit card,15,clear,moderate,1009
Dharan,Biratnagar,1.6,58,4,cash,28,cloudy,heavy,1452
Patan,Lalitpur,0.9,10,3,cash,20,rainy,moderate,419
Pokhara,Chitwan,5.5,50,1,credit card,25,rainy,light,1406
Birgunj,Chitwan,9.0,58,1,cash,29,cloudy,moderate,1547
Chitwan,Pokhara,4.0,21,3,credit card,24,cloudy,heavy,1351
Chitwan,Lalitpur,5.7,24,3,cash,16,clear,heavy,1472
Chitwan,Bhaktapur,8.7,50,3,cash,24,clear,heavy,2269
Biratnagar,Butwal,8.5,42,3,credit card,15,rainy,heavy,2790
Biratnagar,Bhaktapur,6.1,49,3,cash,15,cloudy,light,1266
Patan,Pokhara,3.4,15,2,cash,28,rainy,light,681
Bhaktapur,Butwal,4.1,54,1,credit card,20,cloudy,light,1158
Butwal,Bhaktapur,7.5,49,2,cash,15,cloudy,light,1312
Biratnagar,Dharan,9.4,58,3,cash,19,rainy,light,1818
Patan,Biratnagar,4.3,20,4,cash,21,cloudy,light,868
Kathmandu,Birgunj,9.1,15,1,credit card,28,rainy,moderate,1453
Butwal,Pokhara,1.7,15,1,cash,21,clear,light,330
Birgunj,Kathmandu,6.1,44,2,cash,26,cloudy,moderate,1149
Lalitpur,Chitwan,8.0,33,3,cash,27,clear,light,1297
Birgunj,Butwal,0.6,12,2,cash,28,clear,light,297
Lalitpur,Biratnagar,1.5,47,2,cash,21,cloudy,moderate,764
Patan,Pokhara,3.6,49,1,cash,30,clear,light,886
Pokhara,Chitwan,3.8,54,4,credit card,17,clear,heavy,1977
Kathmandu,Bhaktapur,7.4,41,1,credit card,18,rainy,heavy,2422
Kathmandu,Biratnagar,3.9,20,2,credit card,29,rainy,moderate,909
Patan,Butwal,5.8,25,3,credit card,20,rainy,light,1275
Bhaktapur,Birgunj,6.8,28,4,credit card,15,cloudy,heavy,2063
Lalitpur,Kathmandu,4.6,14,1,cash,16,rainy,moderate,694
Butwal,Kathmandu,5.5,15,4,cash,18,cloudy,moderate,885
Kathmandu,Birgunj,4.2,49,3,credit card,15,rainy,moderate,1361
Butwal,Lalitpur,4.2,7,4,cash,29,clear,light,654
Chitwan,Pokhara,6.8,14,4,cash,29,cloudy,moderate,1068
Dharan,Butwal,8.2,6,1,cash,21,rainy,moderate,1016
Patan,Biratnagar,8.1,60,1,credit card,27,rainy,heavy,2853
Chitwan,Lalitpur,10.0,17,1,credit card,17,clear,moderate,1418
Dharan,Biratnagar,2.2,51,3,credit card,21,clear,moderate,1089
Biratnagar,Lalitpur,3.8,40,1,credit card,19,cloudy,moderate,1028
Patan,Bhaktapur,7.2,14,2,credit card,24,rainy,light,1258
Patan,Lalitpur,9.2,24,2,credit card,25,clear,heavy,2218
Butwal,Kathmandu,1.8,58,3,cash,16,clear,light,897
Pokhara,Birgunj,9.8,45,1,cash,17,clear,light,1444
Patan,Pokhara,2.0,28,2,cash,18,clear,heavy,897
Birgunj,Biratnagar,3.1,32,2,cash,16,cloudy,light,706
Pokhara,Bhaktapur,9.8,29,3,cash,15,rainy,moderate,1541
Patan,Pokhara,5.2,54,4,credit card,21,clear,light,1473
Dharan,Patan,8.2,32,2,cash,17,clear,moderate,1250
Butwal,Pokhara,9.9,48,2,cash,22,rainy,moderate,1777
Lalitpur,Patan,1.5,33,4,credit card,26,cloudy,moderate,818
Dharan,Bhaktapur,5.1,45,1,credit card,24,rainy,light,1370
Dharan,Patan,5.5,22,4,credit card,17,rainy,light,1297
Butwal,Chitwan,7.2,33,2,credit card,19,clear,light,1364
Dharan,Bhaktapur,8.7,42,1,credit card,18,cloudy,moderate,1627
Patan,Chitwan,3.9,57,4,cash,19,clear,heavy,1726
Lalitpur,Biratnagar,2.3,29,1,cash,24,clear,heavy,834
Biratnagar,Lalitpur,1.5,28,1,cash,27,cloudy,light,471
Chitwan,Pokhara,4.1,21,1,cash,27,clear,heavy,1030
Butwal,Lalitpur,9.8,10,4,cash,29,cloudy,moderate,1270
Bhaktapur,Biratnagar,2.6,56,4,cash,28,clear,light,990
Bhaktapur,Patan,2.0,41,2,credit card,27,clear,heavy,1253
Dharan,Kathmandu,4.4,11,3,cash,20,cloudy,moderate,657
Pokhara,Lalitpur,4.6,23,2,credit card,28,clear,heavy,1425
Pokhara,Lalitpur,3.7,35,1,cash,29,cloudy,heavy,1185
Birgunj,Dharan,8.9,6,1,credit card,29,cloudy,light,1203
Birgunj,Biratnagar,5.3,20,1,cash,20,cloudy,heavy,1210
Birgunj,Biratnagar,3.6,60,1,cash,18,clear,moderate,1053
Chitwan,Patan,1.4,22,4,cash,15,rainy,heavy,960
Dharan,Birgunj,6.5,7,4,cash,26,clear,light,883
Biratnagar,Patan,2.2,39,2,credit card,25,cloudy,light,890
Kathmandu,Butwal,1.1,55,3,cash,24,cloudy,light,850
Bhaktapur,Dharan,7.2,38,4,cash,20,cloudy,light,1252
